year,month,day,obs_time,SO2,NO2,PM10,PM25,CO2,O3
2012,1,31,13,35     ,177     ,235     ,99999,99999,18     
2012,1,31,14,31     ,174     ,227     ,99999,99999,20     
2012,1,31,15,31     ,168     ,227     ,99999,99999,21     
2012,1,31,16,99999,99999,99999,99999,99999,22     
2012,1,31,17,99999,99999,99999,99999,99999,21     
2012,1,31,18,99999,99999,99999,99999,99999,17     
2012,1,31,19,99999,99999,99999,99999,99999,10     
2012,1,31,20,99999,99999,99999,99999,99999,3     
2012,1,31,21,99999,99999,99999,99999,99999,3     
2012,1,31,22,99999,99999,99999,99999,99999,4     
2012,1,31,23,99999,99999,99999,99999,99999,5     
2012,2,1,0,99999,99999,99999,99999,99999,3     
2012,2,1,1,99999,99999,99999,99999,99999,3     
2012,2,1,2,99999,99999,99999,99999,99999,3     
2012,2,1,3,99999,99999,99999,99999,99999,3     
2012,2,1,4,99999,99999,99999,99999,99999,3     
2012,2,1,5,99999,99999,99999,99999,99999,2     
2012,2,1,6,99999,99999,99999,99999,99999,5     
2012,2,1,7,99999,99999,99999,99999,99999,6     
2012,2,1,8,99999,99999,99999,99999,99999,6     
2012,2,1,9,99999,99999,99999,99999,99999,5     
2012,2,1,10,99999,99999,99999,99999,99999,9     
2012,2,1,11,99999,99999,99999,99999,99999,13     
2012,2,1,12,99999,99999,99999,99999,99999,18     
2012,2,1,13,99999,99999,99999,99999,99999,24     
2012,2,1,14,99999,99999,99999,99999,99999,24     
2012,2,1,15,99999,99999,99999,99999,99999,27     
2012,2,1,16,99999,99999,99999,99999,99999,24     
2012,2,1,17,99999,99999,99999,99999,99999,16     
2012,2,1,18,99999,99999,99999,99999,99999,10     
2012,2,1,19,99999,99999,99999,99999,99999,4     
2012,2,1,20,99999,99999,99999,99999,99999,3     
2012,2,1,21,99999,99999,99999,99999,99999,2     
2012,2,1,22,99999,99999,99999,99999,99999,2     
2012,2,1,23,99999,99999,99999,99999,99999,3     
2012,2,2,0,99999,99999,99999,99999,99999,4     
2012,2,2,1,99999,99999,99999,99999,99999,2     
2012,2,2,2,99999,99999,99999,99999,99999,2     
2012,2,2,3,99999,99999,99999,99999,99999,2     
2012,2,2,4,99999,99999,99999,99999,99999,4     
2012,2,2,5,99999,99999,99999,99999,99999,7     
2012,2,2,6,99999,99999,99999,99999,99999,7     
2012,2,2,7,99999,99999,99999,99999,99999,7     
2012,2,2,8,99999,99999,99999,99999,99999,8     
2012,2,2,9,99999,99999,99999,99999,99999,11     
2012,2,2,10,99999,99999,99999,99999,99999,18     
2012,2,2,11,99999,99999,99999,99999,99999,22     
2012,2,2,12,99999,99999,99999,99999,99999,24     
2012,2,2,13,99999,99999,99999,99999,99999,26     
2012,2,2,14,99999,99999,99999,99999,99999,27     
2012,2,2,15,99999,99999,99999,99999,99999,28     
2012,2,2,16,99999,99999,99999,99999,99999,22     
2012,2,2,17,99999,99999,99999,99999,99999,15     
2012,2,2,18,99999,99999,99999,99999,99999,7     
2012,2,2,19,99999,99999,99999,99999,99999,1     
2012,2,2,20,99999,99999,99999,99999,99999,1     
2012,2,2,21,99999,99999,99999,99999,99999,1     
2012,2,2,22,99999,99999,99999,99999,99999,1     
2012,2,2,23,99999,99999,99999,99999,99999,2     
2012,2,3,0,99999,99999,99999,99999,99999,2     
2012,2,3,1,99999,99999,99999,99999,99999,2     
2012,2,3,2,99999,99999,99999,99999,99999,2     
2012,2,3,3,99999,99999,99999,99999,99999,3     
2012,2,3,4,99999,99999,99999,99999,99999,2     
2012,2,3,5,99999,99999,99999,99999,99999,2     
2012,2,3,6,99999,99999,99999,99999,99999,2     
2012,2,3,7,99999,99999,99999,99999,99999,2     
2012,2,3,8,99999,99999,99999,99999,99999,3     
2012,2,3,9,99999,99999,99999,99999,99999,5     
2012,2,3,10,99999,99999,99999,99999,99999,7     
2012,2,3,11,99999,99999,99999,99999,99999,11     
2012,2,3,12,99999,99999,99999,99999,99999,16     
2012,2,3,13,99999,99999,99999,99999,99999,21     
2012,2,3,14,99999,99999,99999,99999,99999,24     
2012,2,3,15,99999,99999,99999,99999,99999,25     
2012,2,3,16,99999,99999,99999,99999,99999,27     
2012,2,3,17,99999,99999,99999,99999,99999,19     
2012,2,3,18,99999,99999,99999,99999,99999,8     
2012,2,3,19,99999,99999,99999,99999,99999,4     
2012,2,3,20,99999,99999,99999,99999,99999,2     
2012,2,3,21,99999,99999,99999,99999,99999,2     
2012,2,3,22,99999,99999,99999,99999,99999,1     
2012,2,3,23,99999,99999,99999,99999,99999,2     
2012,2,4,0,99999,99999,99999,99999,99999,2     
2012,2,4,1,99999,99999,99999,99999,99999,2     
2012,2,4,2,99999,99999,99999,99999,99999,2     
2012,2,4,3,99999,99999,99999,99999,99999,1     
2012,2,4,4,99999,99999,99999,99999,99999,1     
2012,2,4,5,99999,99999,99999,99999,99999,5     
2012,2,4,6,99999,99999,99999,99999,99999,12     
2012,2,4,7,99999,99999,99999,99999,99999,16     
2012,2,4,8,99999,99999,99999,99999,99999,16     
2012,2,4,9,99999,99999,99999,99999,99999,18     
2012,2,4,10,99999,99999,99999,99999,99999,20     
2012,2,4,11,99999,99999,99999,99999,99999,21     
2012,2,4,12,99999,99999,99999,99999,99999,24     
2012,2,4,13,99999,99999,99999,99999,99999,25     
2012,2,4,14,99999,99999,99999,99999,99999,27     
2012,2,4,15,99999,99999,99999,99999,99999,28     
2012,2,4,16,99999,99999,99999,99999,99999,27     
2012,2,4,17,99999,99999,99999,99999,99999,18     
2012,2,4,18,99999,99999,99999,99999,99999,8     
2012,2,4,19,99999,99999,99999,99999,99999,4     
2012,2,4,20,99999,99999,99999,99999,99999,3     
2012,2,4,21,99999,99999,99999,99999,99999,2     
2012,2,4,22,99999,99999,99999,99999,99999,4     
2012,2,4,23,99999,99999,99999,99999,99999,1     
2012,2,5,0,99999,99999,99999,99999,99999,2     
2012,2,5,1,99999,99999,99999,99999,99999,2     
2012,2,5,2,99999,99999,99999,99999,99999,2     
2012,2,5,3,99999,99999,99999,99999,99999,2     
2012,2,5,4,99999,99999,99999,99999,99999,2     
2012,2,5,5,99999,99999,99999,99999,99999,1     
2012,2,5,6,99999,99999,99999,99999,99999,1     
2012,2,5,7,99999,99999,99999,99999,99999,4     
2012,2,5,8,99999,99999,99999,99999,99999,2     
2012,2,5,9,99999,99999,99999,99999,99999,2     
2012,2,5,10,99999,99999,99999,99999,99999,8     
2012,2,5,11,99999,99999,99999,99999,99999,17     
2012,2,5,12,99999,99999,99999,99999,99999,29     
2012,2,5,13,99999,99999,99999,99999,99999,31     
2012,2,5,14,99999,99999,99999,99999,99999,29     
2012,2,5,15,99999,99999,99999,99999,99999,30     
2012,2,5,16,99999,99999,99999,99999,99999,30     
2012,2,5,17,99999,99999,99999,99999,99999,29     
2012,2,5,18,99999,99999,99999,99999,99999,29     
2012,2,5,19,99999,99999,99999,99999,99999,28     
2012,2,5,20,99999,99999,99999,99999,99999,27     
2012,2,5,21,99999,99999,99999,99999,99999,26     
2012,2,5,22,99999,99999,99999,99999,99999,25     
2012,2,5,23,99999,99999,99999,99999,99999,29     
2012,2,6,0,99999,99999,99999,99999,99999,30     
2012,2,6,1,99999,99999,99999,99999,99999,28     
2012,2,6,2,99999,99999,99999,99999,99999,28     
2012,2,6,3,99999,99999,99999,99999,99999,29     
2012,2,6,4,99999,99999,99999,99999,99999,28     
2012,2,6,5,99999,99999,99999,99999,99999,30     
2012,2,6,6,99999,99999,99999,99999,99999,30     
2012,2,6,7,99999,99999,99999,99999,99999,29     
2012,2,6,8,99999,99999,99999,99999,99999,29     
2012,2,6,9,99999,99999,99999,99999,99999,27     
2012,2,6,10,99999,99999,99999,99999,99999,27     
2012,2,6,11,99999,99999,99999,99999,99999,27     
2012,2,6,12,99999,99999,99999,99999,99999,28     
2012,2,6,13,99999,99999,99999,99999,99999,30     
2012,2,6,14,99999,99999,99999,99999,99999,31     
2012,2,6,15,99999,99999,99999,99999,99999,31     
2012,2,6,16,99999,99999,99999,99999,99999,32     
2012,2,6,17,99999,99999,99999,99999,99999,32     
2012,2,6,18,99999,99999,99999,99999,99999,30     
2012,2,6,19,99999,99999,99999,99999,99999,26     
2012,2,6,20,99999,99999,99999,99999,99999,22     
2012,2,6,21,99999,99999,99999,99999,99999,22     
2012,2,6,22,99999,99999,99999,99999,99999,23     
2012,2,6,23,99999,99999,99999,99999,99999,14     
2012,2,7,0,99999,99999,99999,99999,99999,13     
2012,2,7,1,99999,99999,99999,99999,99999,23     
2012,2,7,2,99999,99999,99999,99999,99999,29     
2012,2,7,3,99999,99999,99999,99999,99999,30     
2012,2,7,4,99999,99999,99999,99999,99999,19     
2012,2,7,5,99999,99999,99999,99999,99999,25     
2012,2,7,6,99999,99999,99999,99999,99999,32     
2012,2,7,7,99999,99999,99999,99999,99999,32     
2012,2,7,8,99999,99999,99999,99999,99999,32     
2012,2,7,9,99999,99999,99999,99999,99999,31     
2012,2,7,10,99999,99999,99999,99999,99999,31     
2012,2,7,11,99999,99999,99999,99999,99999,31     
2012,2,7,12,99999,99999,99999,99999,99999,32     
2012,2,7,13,99999,99999,99999,99999,99999,33     
2012,2,7,14,99999,99999,99999,99999,99999,33     
2012,2,7,15,99999,99999,99999,99999,99999,33     
2012,2,7,16,99999,99999,99999,99999,99999,33     
2012,2,7,17,99999,99999,99999,99999,99999,33     
2012,2,7,18,99999,99999,99999,99999,99999,33     
2012,2,7,19,99999,99999,99999,99999,99999,21     
2012,2,7,20,99999,99999,99999,99999,99999,11     
2012,2,7,21,99999,99999,99999,99999,99999,4     
2012,2,7,22,99999,99999,99999,99999,99999,9     
2012,2,7,23,99999,99999,99999,99999,99999,8     
2012,2,8,0,99999,99999,99999,99999,99999,6     
2012,2,8,1,99999,99999,99999,99999,99999,9     
2012,2,8,2,99999,99999,99999,99999,99999,7     
2012,2,8,3,99999,99999,99999,99999,99999,8     
2012,2,8,4,99999,99999,99999,99999,99999,14     
2012,2,8,5,99999,99999,99999,99999,99999,19     
2012,2,8,6,99999,99999,99999,99999,99999,20     
2012,2,8,7,99999,99999,99999,99999,99999,14     
2012,2,8,8,99999,99999,99999,99999,99999,11     
2012,2,8,9,99999,99999,99999,99999,99999,9     
2012,2,8,10,99999,99999,99999,99999,99999,12     
2012,2,8,11,99999,99999,99999,99999,99999,21     
2012,2,8,12,99999,99999,99999,99999,99999,31     
2012,2,8,13,99999,99999,99999,99999,99999,31     
2012,2,8,14,99999,99999,99999,99999,99999,30     
2012,2,8,15,99999,99999,99999,99999,99999,29     
2012,2,8,16,99999,99999,99999,99999,99999,27     
2012,2,8,17,99999,99999,99999,99999,99999,24     
2012,2,8,18,99999,99999,99999,99999,99999,22     
2012,2,8,19,99999,99999,99999,99999,99999,12     
2012,2,8,20,99999,99999,99999,99999,99999,6     
2012,2,8,21,99999,99999,99999,99999,99999,3     
2012,2,8,22,99999,99999,99999,99999,99999,3     
2012,2,8,23,99999,99999,99999,99999,99999,2     
2012,2,9,0,99999,99999,99999,99999,99999,3     
2012,2,9,1,99999,99999,99999,99999,99999,3     
2012,2,9,2,99999,99999,99999,99999,99999,3     
2012,2,9,3,99999,99999,99999,99999,99999,3     
2012,2,9,4,99999,99999,99999,99999,99999,3     
2012,2,9,5,99999,99999,99999,99999,99999,8     
2012,2,9,6,99999,99999,99999,99999,99999,12     
2012,2,9,7,99999,99999,99999,99999,99999,6     
2012,2,9,8,99999,99999,99999,99999,99999,4     
2012,2,9,9,99999,99999,99999,99999,99999,6     
2012,2,9,10,99999,99999,99999,99999,99999,10     
2012,2,9,11,99999,99999,99999,99999,99999,20     
2012,2,9,12,99999,99999,99999,99999,99999,27     
2012,2,9,13,99999,99999,99999,99999,99999,29     
2012,2,9,14,99999,99999,99999,99999,99999,30     
2012,2,9,15,99999,99999,99999,99999,99999,30     
2012,2,9,16,99999,99999,99999,99999,99999,29     
2012,2,9,17,99999,99999,99999,99999,99999,33     
2012,2,9,18,99999,99999,99999,99999,99999,25     
2012,2,9,19,99999,99999,99999,99999,99999,18     
2012,2,9,20,99999,99999,99999,99999,99999,7     
2012,2,9,21,99999,99999,99999,99999,99999,3     
2012,2,9,22,99999,99999,99999,99999,99999,2     
2012,2,9,23,99999,99999,99999,99999,99999,4     
2012,2,10,0,99999,99999,99999,99999,99999,1     
2012,2,10,1,99999,99999,99999,99999,99999,1     
2012,2,10,2,99999,99999,99999,99999,99999,1     
2012,2,10,3,99999,99999,99999,99999,99999,1     
2012,2,10,4,99999,99999,99999,99999,99999,4     
2012,2,10,5,99999,99999,99999,99999,99999,7     
2012,2,10,6,99999,99999,99999,99999,99999,5     
2012,2,10,7,99999,99999,99999,99999,99999,7     
2012,2,10,8,99999,99999,99999,99999,99999,6     
2012,2,10,9,99999,99999,99999,99999,99999,8     
2012,2,10,10,99999,99999,99999,99999,99999,14     
2012,2,10,11,99999,99999,99999,99999,99999,20     
2012,2,10,12,99999,99999,99999,99999,99999,25     
2012,2,10,13,99999,99999,99999,99999,99999,26     
2012,2,10,14,99999,99999,99999,99999,99999,27     
2012,2,10,15,99999,99999,99999,99999,99999,28     
2012,2,10,16,99999,99999,99999,99999,99999,21     
2012,2,10,17,99999,99999,99999,99999,99999,18     
2012,2,10,18,99999,99999,99999,99999,99999,18     
2012,2,10,19,99999,99999,99999,99999,99999,4     
2012,2,10,20,99999,99999,99999,99999,99999,4     
2012,2,10,21,99999,99999,99999,99999,99999,11     
2012,2,10,22,99999,99999,99999,99999,99999,5     
2012,2,10,23,99999,99999,99999,99999,99999,2     
2012,2,11,0,99999,99999,99999,99999,99999,2     
2012,2,11,1,99999,99999,99999,99999,99999,2     
2012,2,11,2,99999,99999,99999,99999,99999,2     
2012,2,11,3,99999,99999,99999,99999,99999,2     
2012,2,11,4,99999,99999,99999,99999,99999,5     
2012,2,11,5,99999,99999,99999,99999,99999,6     
2012,2,11,6,99999,99999,99999,99999,99999,7     
2012,2,11,7,99999,99999,99999,99999,99999,7     
2012,2,11,8,99999,99999,99999,99999,99999,13     
2012,2,11,9,99999,99999,99999,99999,99999,16     
2012,2,11,10,99999,99999,99999,99999,99999,21     
2012,2,11,11,99999,99999,99999,99999,99999,26     
2012,2,11,12,99999,99999,99999,99999,99999,27     
2012,2,11,13,99999,99999,99999,99999,99999,29     
2012,2,11,14,99999,99999,99999,99999,99999,32     
2012,2,11,15,99999,99999,99999,99999,99999,32     
2012,2,11,16,99999,99999,99999,99999,99999,30     
2012,2,11,17,99999,99999,99999,99999,99999,32     
2012,2,11,18,99999,99999,99999,99999,99999,29     
2012,2,11,19,99999,99999,99999,99999,99999,29     
2012,2,11,20,99999,99999,99999,99999,99999,25     
2012,2,11,21,99999,99999,99999,99999,99999,29     
2012,2,11,22,99999,99999,99999,99999,99999,31     
2012,2,11,23,99999,99999,99999,99999,99999,29     
2012,2,12,0,99999,99999,99999,99999,99999,29     
2012,2,12,1,99999,99999,99999,99999,99999,23     
2012,2,12,2,99999,99999,99999,99999,99999,17     
2012,2,12,3,99999,99999,99999,99999,99999,15     
2012,2,12,4,99999,99999,99999,99999,99999,17     
2012,2,12,5,99999,99999,99999,99999,99999,10     
2012,2,12,6,99999,99999,99999,99999,99999,14     
2012,2,12,7,99999,99999,99999,99999,99999,10     
2012,2,12,8,99999,99999,99999,99999,99999,2     
2012,2,12,9,99999,99999,99999,99999,99999,9     
2012,2,12,10,99999,99999,99999,99999,99999,14     
2012,2,12,11,99999,99999,99999,99999,99999,19     
2012,2,12,12,99999,99999,99999,99999,99999,23     
2012,2,12,13,99999,99999,99999,99999,99999,29     
2012,2,12,14,99999,99999,99999,99999,99999,31     
2012,2,12,15,99999,99999,99999,99999,99999,31     
2012,2,12,16,99999,99999,99999,99999,99999,30     
2012,2,12,17,99999,99999,99999,99999,99999,31     
2012,2,12,18,99999,99999,99999,99999,99999,24     
2012,2,12,19,99999,99999,99999,99999,99999,11     
2012,2,12,20,99999,99999,99999,99999,99999,18     
2012,2,12,21,99999,99999,99999,99999,99999,7     
2012,2,12,22,99999,99999,99999,99999,99999,2     
2012,2,12,23,99999,99999,99999,99999,99999,5     
2012,2,13,0,99999,99999,99999,99999,99999,7     
2012,2,13,1,99999,99999,99999,99999,99999,8     
2012,2,13,2,99999,99999,99999,99999,99999,5     
2012,2,13,3,99999,99999,99999,99999,99999,5     
2012,2,13,4,99999,99999,99999,99999,99999,11     
2012,2,13,5,99999,99999,99999,99999,99999,17     
2012,2,13,6,99999,99999,99999,99999,99999,15     
2012,2,13,7,99999,99999,99999,99999,99999,11     
2012,2,13,8,99999,99999,99999,99999,99999,11     
2012,2,13,9,99999,99999,99999,99999,99999,12     
2012,2,13,10,99999,99999,99999,99999,99999,13     
2012,2,13,11,99999,99999,99999,99999,99999,14     
2012,2,13,12,99999,99999,99999,99999,99999,25     
2012,2,13,13,99999,99999,99999,99999,99999,29     
2012,2,13,14,99999,99999,99999,99999,99999,30     
2012,2,13,15,99999,99999,99999,99999,99999,31     
2012,2,13,16,99999,99999,99999,99999,99999,29     
2012,2,13,17,99999,99999,99999,99999,99999,28     
2012,2,13,18,99999,99999,99999,99999,99999,26     
2012,2,13,19,99999,99999,99999,99999,99999,21     
2012,2,13,20,99999,99999,99999,99999,99999,10     
2012,2,13,21,99999,99999,99999,99999,99999,3     
2012,2,13,22,99999,99999,99999,99999,99999,4     
2012,2,13,23,99999,99999,99999,99999,99999,6     
2012,2,14,0,99999,99999,99999,99999,99999,6     
2012,2,14,1,99999,99999,99999,99999,99999,11     
2012,2,14,2,99999,99999,99999,99999,99999,3     
2012,2,14,3,99999,99999,99999,99999,99999,10     
2012,2,14,4,99999,99999,99999,99999,99999,14     
2012,2,14,5,99999,99999,99999,99999,99999,17     
2012,2,14,6,99999,99999,99999,99999,99999,21     
2012,2,14,7,99999,99999,99999,99999,99999,21     
2012,2,14,8,99999,99999,99999,99999,99999,21     
2012,2,14,9,99999,99999,99999,99999,99999,22     
2012,2,14,10,99999,99999,99999,99999,99999,23     
2012,2,14,11,99999,99999,99999,99999,99999,27     
2012,2,14,12,99999,99999,99999,99999,99999,28     
2012,2,14,13,99999,99999,99999,99999,99999,32     
2012,2,14,14,99999,99999,99999,99999,99999,33     
2012,2,14,15,99999,99999,99999,99999,99999,31     
2012,2,14,16,99999,99999,99999,99999,99999,26     
2012,2,14,17,99999,99999,99999,99999,99999,29     
2012,2,14,18,99999,99999,99999,99999,99999,19     
2012,2,14,19,99999,99999,99999,99999,99999,9     
2012,2,14,20,99999,99999,99999,99999,99999,10     
2012,2,14,21,99999,99999,99999,99999,99999,4     
2012,2,14,22,99999,99999,99999,99999,99999,2     
2012,2,14,23,99999,99999,99999,99999,99999,4     
2012,2,15,0,99999,99999,99999,99999,99999,4     
2012,2,15,1,99999,99999,99999,99999,99999,3     
2012,2,15,2,99999,99999,99999,99999,99999,3     
2012,2,15,3,99999,99999,99999,99999,99999,2     
2012,2,15,4,99999,99999,99999,99999,99999,2     
2012,2,15,5,99999,99999,99999,99999,99999,2     
2012,2,15,6,99999,99999,99999,99999,99999,3     
2012,2,15,7,99999,99999,99999,99999,99999,4     
2012,2,15,8,99999,99999,99999,99999,99999,6     
2012,2,15,9,99999,99999,99999,99999,99999,12     
2012,2,15,10,99999,99999,99999,99999,99999,13     
2012,2,15,11,99999,99999,99999,99999,99999,19     
2012,2,15,12,99999,99999,99999,99999,99999,23     
2012,2,15,13,99999,99999,99999,99999,99999,25     
2012,2,15,14,99999,99999,99999,99999,99999,27     
2012,2,15,15,99999,99999,99999,99999,99999,28     
2012,2,15,16,99999,99999,99999,99999,99999,29     
2012,2,15,17,99999,99999,99999,99999,99999,28     
2012,2,15,18,99999,99999,99999,99999,99999,27     
2012,2,15,19,99999,99999,99999,99999,99999,21     
2012,2,15,20,99999,99999,99999,99999,99999,18     
2012,2,15,21,99999,99999,99999,99999,99999,25     
2012,2,15,22,99999,99999,99999,99999,99999,24     
2012,2,15,23,99999,99999,99999,99999,99999,25     
2012,2,16,0,99999,99999,99999,99999,99999,24     
2012,2,16,1,99999,99999,99999,99999,99999,25     
2012,2,16,2,99999,99999,99999,99999,99999,28     
2012,2,16,3,99999,99999,99999,99999,99999,28     
2012,2,16,4,99999,99999,99999,99999,99999,27     
2012,2,16,5,99999,99999,99999,99999,99999,26     
2012,2,16,6,99999,99999,99999,99999,99999,21     
2012,2,16,7,99999,99999,99999,99999,99999,18     
2012,2,16,8,99999,99999,99999,99999,99999,23     
2012,2,16,9,99999,99999,99999,99999,99999,19     
2012,2,16,10,99999,99999,99999,99999,99999,19     
2012,2,16,11,99999,99999,99999,99999,99999,25     
2012,2,16,12,99999,99999,99999,99999,99999,27     
2012,2,16,13,99999,99999,99999,99999,99999,30     
2012,2,16,14,99999,99999,99999,99999,99999,29     
2012,2,16,15,99999,99999,99999,99999,99999,31     
2012,2,16,16,99999,99999,99999,99999,99999,32     
2012,2,16,17,99999,99999,99999,99999,99999,32     
2012,2,16,18,99999,99999,99999,99999,99999,29     
2012,2,16,19,99999,99999,99999,99999,99999,27     
2012,2,16,20,99999,99999,99999,99999,99999,26     
2012,2,16,21,99999,99999,99999,99999,99999,27     
2012,2,16,22,99999,99999,99999,99999,99999,26     
2012,2,16,23,99999,99999,99999,99999,99999,16     
2012,2,17,0,99999,99999,99999,99999,99999,15     
2012,2,17,1,99999,99999,99999,99999,99999,14     
2012,2,17,2,99999,99999,99999,99999,99999,18     
2012,2,17,3,99999,99999,99999,99999,99999,9     
2012,2,17,4,99999,99999,99999,99999,99999,4     
2012,2,17,5,99999,99999,99999,99999,99999,8     
2012,2,17,6,99999,99999,99999,99999,99999,12     
2012,2,17,7,99999,99999,99999,99999,99999,11     
2012,2,17,8,99999,99999,99999,99999,99999,12     
2012,2,17,9,99999,99999,99999,99999,99999,10     
2012,2,17,10,99999,99999,99999,99999,99999,12     
2012,2,17,11,99999,99999,99999,99999,99999,14     
2012,2,17,12,99999,99999,99999,99999,99999,21     
2012,2,17,13,99999,99999,99999,99999,99999,29     
2012,2,17,14,99999,99999,99999,99999,99999,32     
2012,2,17,15,99999,99999,99999,99999,99999,34     
2012,2,17,16,99999,99999,99999,99999,99999,33     
2012,2,17,17,99999,99999,99999,99999,99999,33     
2012,2,17,18,99999,99999,99999,99999,99999,26     
2012,2,17,19,99999,99999,99999,99999,99999,12     
2012,2,17,20,99999,99999,99999,99999,99999,3     
2012,2,17,21,99999,99999,99999,99999,99999,2     
2012,2,17,22,99999,99999,99999,99999,99999,4     
2012,2,17,23,99999,99999,99999,99999,99999,9     
2012,2,18,0,99999,99999,99999,99999,99999,9     
2012,2,18,1,99999,99999,99999,99999,99999,5     
2012,2,18,2,99999,99999,99999,99999,99999,2     
2012,2,18,3,99999,99999,99999,99999,99999,2     
2012,2,18,4,99999,99999,99999,99999,99999,3     
2012,2,18,5,99999,99999,99999,99999,99999,4     
2012,2,18,6,99999,99999,99999,99999,99999,10     
2012,2,18,7,99999,99999,99999,99999,99999,9     
2012,2,18,8,99999,99999,99999,99999,99999,17     
2012,2,18,9,99999,99999,99999,99999,99999,23     
2012,2,18,10,99999,99999,99999,99999,99999,23     
2012,2,18,11,99999,99999,99999,99999,99999,25     
2012,2,18,12,99999,99999,99999,99999,99999,28     
2012,2,18,13,99999,99999,99999,99999,99999,30     
2012,2,18,14,99999,99999,99999,99999,99999,32     
2012,2,18,15,99999,99999,99999,99999,99999,33     
2012,2,18,16,99999,99999,99999,99999,99999,30     
2012,2,18,17,99999,99999,99999,99999,99999,24     
2012,2,18,18,99999,99999,99999,99999,99999,15     
2012,2,18,19,99999,99999,99999,99999,99999,6     
2012,2,18,20,99999,99999,99999,99999,99999,3     
2012,2,18,21,99999,99999,99999,99999,99999,2     
2012,2,18,22,99999,99999,99999,99999,99999,1     
2012,2,18,23,99999,99999,99999,99999,99999,2     
2012,2,19,0,99999,99999,99999,99999,99999,5     
2012,2,19,1,99999,99999,99999,99999,99999,7     
2012,2,19,2,99999,99999,99999,99999,99999,14     
2012,2,19,3,99999,99999,99999,99999,99999,17     
2012,2,19,4,99999,99999,99999,99999,99999,20     
2012,2,19,5,99999,99999,99999,99999,99999,21     
2012,2,19,6,99999,99999,99999,99999,99999,22     
2012,2,19,7,99999,99999,99999,99999,99999,21     
2012,2,19,8,99999,99999,99999,99999,99999,23     
2012,2,19,9,99999,99999,99999,99999,99999,25     
2012,2,19,10,99999,99999,99999,99999,99999,25     
2012,2,19,11,99999,99999,99999,99999,99999,28     
2012,2,19,12,99999,99999,99999,99999,99999,30     
2012,2,19,13,99999,99999,99999,99999,99999,32     
2012,2,19,14,99999,99999,99999,99999,99999,33     
2012,2,19,15,99999,99999,99999,99999,99999,35     
2012,2,19,16,99999,99999,99999,99999,99999,31     
2012,2,19,17,99999,99999,99999,99999,99999,26     
2012,2,19,18,99999,99999,99999,99999,99999,15     
2012,2,19,19,99999,99999,99999,99999,99999,14     
2012,2,19,20,99999,99999,99999,99999,99999,10     
2012,2,19,21,99999,99999,99999,99999,99999,4     
2012,2,19,22,99999,99999,99999,99999,99999,2     
2012,2,19,23,99999,99999,99999,99999,99999,2     
2012,2,20,0,99999,99999,99999,99999,99999,2     
2012,2,20,1,99999,99999,99999,99999,99999,7     
2012,2,20,2,99999,99999,99999,99999,99999,9     
2012,2,20,3,99999,99999,99999,99999,99999,13     
2012,2,20,4,99999,99999,99999,99999,99999,17     
2012,2,20,5,99999,99999,99999,99999,99999,20     
2012,2,20,6,99999,99999,99999,99999,99999,21     
2012,2,20,7,99999,99999,99999,99999,99999,24     
2012,2,20,8,99999,99999,99999,99999,99999,21     
2012,2,20,9,99999,99999,99999,99999,99999,23     
2012,2,20,10,99999,99999,99999,99999,99999,25     
2012,2,20,11,99999,99999,99999,99999,99999,28     
2012,2,20,12,99999,99999,99999,99999,99999,30     
2012,2,20,13,99999,99999,99999,99999,99999,32     
2012,2,20,14,99999,99999,99999,99999,99999,36     
2012,2,20,15,99999,99999,99999,99999,99999,39     
2012,2,20,16,99999,99999,99999,99999,99999,38     
2012,2,20,17,99999,99999,99999,99999,99999,34     
2012,2,20,18,99999,99999,99999,99999,99999,32     
2012,2,20,19,99999,99999,99999,99999,99999,28     
2012,2,20,20,99999,99999,99999,99999,99999,14     
2012,2,20,21,99999,99999,99999,99999,99999,26     
2012,2,20,22,99999,99999,99999,99999,99999,26     
2012,2,20,23,99999,99999,99999,99999,99999,25     
2012,2,21,0,99999,99999,99999,99999,99999,27     
2012,2,21,1,99999,99999,99999,99999,99999,32     
2012,2,21,2,99999,99999,99999,99999,99999,29     
2012,2,21,3,99999,99999,99999,99999,99999,34     
2012,2,21,4,99999,99999,99999,99999,99999,32     
2012,2,21,5,99999,99999,99999,99999,99999,32     
2012,2,21,6,99999,99999,99999,99999,99999,32     
2012,2,21,7,99999,99999,99999,99999,99999,27     
2012,2,21,8,99999,99999,99999,99999,99999,28     
2012,2,21,9,99999,99999,99999,99999,99999,25     
2012,2,21,10,99999,99999,99999,99999,99999,29     
2012,2,21,11,99999,99999,99999,99999,99999,31     
2012,2,21,12,99999,99999,99999,99999,99999,36     
2012,2,21,13,99999,99999,99999,99999,99999,37     
2012,2,21,14,99999,99999,99999,99999,99999,38     
2012,2,21,15,99999,99999,99999,99999,99999,39     
2012,2,21,16,99999,99999,99999,99999,99999,25     
2012,2,21,17,99999,99999,99999,99999,99999,21     
2012,2,21,18,99999,99999,99999,99999,99999,32     
2012,2,21,19,99999,99999,99999,99999,99999,17     
2012,2,21,20,99999,99999,99999,99999,99999,14     
2012,2,21,21,99999,99999,99999,99999,99999,22     
2012,2,21,22,99999,99999,99999,99999,99999,30     
2012,2,21,23,99999,99999,99999,99999,99999,30     
2012,2,22,0,99999,99999,99999,99999,99999,32     
