year,month,day,obs_time,SO2,NO2,PM10,PM25,CO2,O3
2013,9,16,9,5     ,12     ,31     ,99999,99999,48     
2013,9,16,10,6     ,12     ,62     ,99999,99999,54     
2013,9,16,11,4     ,13     ,91     ,99999,99999,60     
2013,9,16,12,3     ,13     ,108     ,99999,99999,63     
2013,9,16,13,99999,99999,99999,99999,99999,99999
2013,9,16,14,2     ,6     ,0     ,99999,99999,66     
2013,9,16,15,3     ,7     ,2     ,99999,99999,59     
2013,9,16,16,5     ,10     ,22     ,99999,99999,58     
2013,9,16,17,12     ,13     ,34     ,99999,99999,53     
2013,9,16,18,21     ,18     ,50     ,99999,99999,51     
2013,9,16,19,8     ,17     ,59     ,99999,99999,54     
2013,9,16,20,6     ,19     ,65     ,99999,99999,38     
2013,9,16,21,5     ,16     ,84     ,99999,99999,42     
2013,9,16,22,4     ,17     ,79     ,99999,99999,33     
2013,9,16,23,3     ,21     ,72     ,99999,99999,24     
2013,9,17,0,3     ,33     ,61     ,99999,99999,6     
2013,9,17,1,3     ,35     ,76     ,99999,99999,5     
2013,9,17,2,2     ,28     ,57     ,99999,99999,16     
2013,9,17,3,2     ,22     ,75     ,99999,99999,21     
2013,9,17,4,2     ,26     ,51     ,99999,99999,10     
2013,9,17,5,1     ,24     ,34     ,99999,99999,10     
2013,9,17,6,2     ,21     ,41     ,99999,99999,17     
2013,9,17,7,3     ,21     ,37     ,99999,99999,23     
2013,9,17,8,6     ,18     ,76     ,99999,99999,29     
2013,9,17,9,9     ,18     ,86     ,99999,99999,38     
2013,9,17,10,7     ,20     ,81     ,99999,99999,49     
2013,9,17,11,5     ,20     ,79     ,99999,99999,56     
2013,9,17,12,4     ,17     ,70     ,99999,99999,63     
2013,9,17,13,3     ,16     ,73     ,99999,99999,71     
2013,9,17,14,2     ,13     ,54     ,99999,99999,74     
2013,9,17,15,99999,99999,99999,99999,99999,99999
2013,9,17,16,99999,99999,99999,99999,99999,99999
2013,9,17,17,2     ,13     ,652     ,99999,99999,74     
2013,9,17,18,13     ,17     ,429     ,99999,99999,65     
2013,9,17,19,17     ,27     ,303     ,99999,99999,37     
2013,9,17,20,13     ,31     ,244     ,99999,99999,33     
2013,9,17,21,10     ,22     ,158     ,99999,99999,51     
2013,9,17,22,13     ,26     ,121     ,99999,99999,44     
2013,9,17,23,11     ,99999,101     ,99999,99999,49     
2013,9,18,0,7     ,27     ,87     ,99999,99999,58     
2013,9,18,1,7     ,25     ,58     ,99999,99999,53     
2013,9,18,2,7     ,33     ,49     ,99999,99999,61     
2013,9,18,3,6     ,51     ,109     ,99999,99999,62     
2013,9,18,4,6     ,46     ,80     ,99999,99999,65     
2013,9,18,5,6     ,47     ,48     ,99999,99999,60     
2013,9,18,6,7     ,49     ,43     ,99999,99999,60     
2013,9,18,7,7     ,52     ,46     ,99999,99999,58     
2013,9,18,8,8     ,51     ,34     ,99999,99999,52     
2013,9,18,9,8     ,42     ,35     ,99999,99999,52     
2013,9,18,10,7     ,37     ,57     ,99999,99999,54     
2013,9,18,11,3     ,32     ,94     ,99999,99999,62     
2013,9,18,12,2     ,29     ,102     ,99999,99999,64     
2013,9,18,13,2     ,28     ,101     ,99999,99999,62     
2013,9,18,14,2     ,20     ,67     ,99999,99999,69     
2013,9,18,15,4     ,18     ,87     ,99999,99999,67     
2013,9,18,16,7     ,19     ,69     ,99999,99999,57     
2013,9,18,17,2     ,17     ,109     ,99999,99999,63     
2013,9,18,18,3     ,21     ,70     ,99999,99999,54     
2013,9,18,19,4     ,22     ,66     ,99999,99999,42     
2013,9,18,20,4     ,29     ,86     ,99999,99999,31     
2013,9,18,21,3     ,26     ,46     ,99999,99999,36     
2013,9,18,22,2     ,19     ,41     ,99999,99999,39     
2013,9,18,23,2     ,27     ,21     ,99999,99999,17     
2013,9,19,0,2     ,31     ,20     ,99999,99999,11     
2013,9,19,1,2     ,28     ,21     ,99999,99999,18     
2013,9,19,2,2     ,26     ,12     ,99999,99999,23     
2013,9,19,3,2     ,22     ,18     ,99999,99999,31     
2013,9,19,4,2     ,25     ,11     ,99999,99999,25     
2013,9,19,5,2     ,22     ,22     ,99999,99999,28     
2013,9,19,6,3     ,24     ,14     ,99999,99999,28     
2013,9,19,7,4     ,29     ,28     ,99999,99999,22     
2013,9,19,8,4     ,24     ,65     ,99999,99999,26     
2013,9,19,9,4     ,23     ,40     ,99999,99999,24     
2013,9,19,10,5     ,23     ,36     ,99999,99999,23     
2013,9,19,11,5     ,20     ,31     ,99999,99999,37     
2013,9,19,12,5     ,18     ,31     ,99999,99999,40     
2013,9,19,13,7     ,20     ,48     ,99999,99999,39     
2013,9,19,14,9     ,18     ,33     ,99999,99999,48     
2013,9,19,15,10     ,18     ,24     ,99999,99999,46     
2013,9,19,16,10     ,19     ,28     ,99999,99999,54     
2013,9,19,17,6     ,17     ,32     ,99999,99999,59     
2013,9,19,18,14     ,20     ,26     ,99999,99999,57     
2013,9,19,19,11     ,23     ,24     ,99999,99999,45     
2013,9,19,20,10     ,25     ,29     ,99999,99999,31     
2013,9,19,21,6     ,26     ,59     ,99999,99999,29     
2013,9,19,22,5     ,26     ,50     ,99999,99999,27     
2013,9,19,23,4     ,22     ,44     ,99999,99999,22     
2013,9,20,0,3     ,26     ,58     ,99999,99999,13     
2013,9,20,1,3     ,26     ,62     ,99999,99999,9     
2013,9,20,2,3     ,23     ,50     ,99999,99999,16     
2013,9,20,3,3     ,25     ,26     ,99999,99999,8     
2013,9,20,4,3     ,26     ,17     ,99999,99999,5     
2013,9,20,5,3     ,25     ,21     ,99999,99999,5     
2013,9,20,6,3     ,26     ,17     ,99999,99999,2     
2013,9,20,7,3     ,26     ,32     ,99999,99999,3     
2013,9,20,8,4     ,24     ,19     ,99999,99999,9     
2013,9,20,9,7     ,20     ,28     ,99999,99999,21     
2013,9,20,10,10     ,18     ,42     ,99999,99999,32     
2013,9,20,11,5     ,18     ,27     ,99999,99999,37     
2013,9,20,12,6     ,20     ,37     ,99999,99999,47     
2013,9,20,13,3     ,18     ,46     ,99999,99999,55     
2013,9,20,14,2     ,19     ,24     ,99999,99999,61     
2013,9,20,15,2     ,19     ,28     ,99999,99999,60     
2013,9,20,16,2     ,19     ,24     ,99999,99999,63     
2013,9,20,17,1     ,19     ,20     ,99999,99999,64     
2013,9,20,18,2     ,20     ,22     ,99999,99999,59     
2013,9,20,19,2     ,15     ,31     ,99999,99999,63     
2013,9,20,20,4     ,30     ,30     ,99999,99999,20     
2013,9,20,21,3     ,32     ,45     ,99999,99999,21     
2013,9,20,22,3     ,26     ,42     ,99999,99999,43     
2013,9,20,23,2     ,20     ,40     ,99999,99999,60     
2013,9,21,0,2     ,18     ,43     ,99999,99999,67     
2013,9,21,1,2     ,17     ,24     ,99999,99999,61     
2013,9,21,2,2     ,16     ,14     ,99999,99999,68     
2013,9,21,3,3     ,19     ,9     ,99999,99999,48     
2013,9,21,4,2     ,18     ,12     ,99999,99999,48     
2013,9,21,5,3     ,25     ,18     ,99999,99999,37     
2013,9,21,6,1     ,15     ,14     ,99999,99999,48     
2013,9,21,7,2     ,23     ,19     ,99999,99999,27     
2013,9,21,8,2     ,19     ,12     ,99999,99999,43     
2013,9,21,9,8     ,18     ,15     ,99999,99999,46     
2013,9,21,10,5     ,17     ,32     ,99999,99999,56     
2013,9,21,11,2     ,17     ,52     ,99999,99999,60     
2013,9,21,12,5     ,16     ,47     ,99999,99999,54     
2013,9,21,13,13     ,18     ,40     ,99999,99999,60     
2013,9,21,14,12     ,18     ,69     ,99999,99999,58     
2013,9,21,15,4     ,15     ,60     ,99999,99999,61     
2013,9,21,16,5     ,15     ,50     ,99999,99999,59     
2013,9,21,17,3     ,19     ,32     ,99999,99999,48     
2013,9,21,18,3     ,18     ,36     ,99999,99999,52     
2013,9,21,19,4     ,18     ,33     ,99999,99999,38     
2013,9,21,20,4     ,25     ,61     ,99999,99999,31     
2013,9,21,21,5     ,25     ,76     ,99999,99999,36     
2013,9,21,22,4     ,22     ,72     ,99999,99999,28     
2013,9,21,23,4     ,99999,73     ,99999,99999,38     
2013,9,22,0,2     ,17     ,68     ,99999,99999,43     
2013,9,22,1,2     ,15     ,37     ,99999,99999,33     
2013,9,22,2,2     ,14     ,27     ,99999,99999,30     
2013,9,22,3,2     ,13     ,16     ,99999,99999,27     
2013,9,22,4,1     ,12     ,8     ,99999,99999,24     
2013,9,22,5,2     ,11     ,8     ,99999,99999,26     
2013,9,22,6,2     ,11     ,21     ,99999,99999,25     
2013,9,22,7,1     ,11     ,18     ,99999,99999,28     
2013,9,22,8,1     ,11     ,12     ,99999,99999,32     
2013,9,22,9,2     ,12     ,22     ,99999,99999,35     
2013,9,22,10,3     ,11     ,18     ,99999,99999,43     
2013,9,22,11,4     ,12     ,11     ,99999,99999,47     
2013,9,22,12,4     ,13     ,12     ,99999,99999,44     
2013,9,22,13,4     ,13     ,48     ,99999,99999,44     
2013,9,22,14,4     ,13     ,48     ,99999,99999,40     
2013,9,22,15,4     ,13     ,27     ,99999,99999,39     
2013,9,22,16,4     ,14     ,32     ,99999,99999,41     
2013,9,22,17,4     ,15     ,28     ,99999,99999,48     
2013,9,22,18,4     ,17     ,28     ,99999,99999,47     
2013,9,22,19,4     ,18     ,42     ,99999,99999,45     
2013,9,22,20,4     ,18     ,29     ,99999,99999,37     
2013,9,22,21,4     ,18     ,38     ,99999,99999,33     
2013,9,22,22,4     ,18     ,29     ,99999,99999,32     
2013,9,22,23,4     ,14     ,32     ,99999,99999,36     
2013,9,23,0,4     ,16     ,20     ,99999,99999,33     
2013,9,23,1,4     ,15     ,25     ,99999,99999,32     
2013,9,23,2,4     ,13     ,18     ,99999,99999,29     
2013,9,23,3,5     ,16     ,10     ,99999,99999,24     
2013,9,23,4,6     ,18     ,15     ,99999,99999,22     
2013,9,23,5,6     ,18     ,32     ,99999,99999,17     
2013,9,23,6,5     ,22     ,52     ,99999,99999,7     
2013,9,23,7,4     ,21     ,60     ,99999,99999,8     
2013,9,23,8,7     ,20     ,62     ,99999,99999,11     
2013,9,23,9,11     ,19     ,66     ,99999,99999,18     
2013,9,23,10,19     ,20     ,67     ,99999,99999,22     
2013,9,23,11,20     ,24     ,63     ,99999,99999,28     
2013,9,23,12,22     ,21     ,62     ,99999,99999,40     
2013,9,23,13,24     ,19     ,53     ,99999,99999,46     
2013,9,23,14,25     ,18     ,55     ,99999,99999,49     
2013,9,23,15,21     ,17     ,41     ,99999,99999,47     
2013,9,23,16,15     ,15     ,32     ,99999,99999,48     
2013,9,23,17,8     ,10     ,24     ,99999,99999,49     
2013,9,23,18,6     ,9     ,31     ,99999,99999,50     
2013,9,23,19,2     ,14     ,28     ,99999,99999,40     
2013,9,23,20,1     ,12     ,30     ,99999,99999,36     
2013,9,23,21,2     ,19     ,31     ,99999,99999,18     
2013,9,23,22,2     ,31     ,48     ,99999,99999,2     
2013,9,23,23,2     ,30     ,56     ,99999,99999,3     
2013,9,24,0,1     ,32     ,55     ,99999,99999,3     
2013,9,24,1,1     ,34     ,55     ,99999,99999,2     
2013,9,24,2,1     ,36     ,51     ,99999,99999,1     
2013,9,24,3,1     ,34     ,31     ,99999,99999,2     
2013,9,24,4,0     ,29     ,39     ,99999,99999,5     
2013,9,24,5,0     ,25     ,25     ,99999,99999,7     
2013,9,24,6,0     ,23     ,47     ,99999,99999,5     
2013,9,24,7,0     ,26     ,32     ,99999,99999,2     
2013,9,24,8,1     ,23     ,34     ,99999,99999,6     
2013,9,24,9,6     ,27     ,43     ,99999,99999,12     
2013,9,24,10,21     ,26     ,73     ,99999,99999,22     
2013,9,24,11,71     ,28     ,70     ,99999,99999,24     
2013,9,24,12,18     ,22     ,68     ,99999,99999,43     
2013,9,24,13,13     ,20     ,69     ,99999,99999,45     
2013,9,24,14,2     ,17     ,53     ,99999,99999,53     
2013,9,24,15,2     ,15     ,35     ,99999,99999,59     
2013,9,24,16,4     ,15     ,24     ,99999,99999,60     
2013,9,24,17,5     ,15     ,20     ,99999,99999,62     
2013,9,24,18,4     ,16     ,19     ,99999,99999,61     
2013,9,24,19,13     ,16     ,23     ,99999,99999,56     
2013,9,24,20,6     ,20     ,48     ,99999,99999,36     
2013,9,24,21,3     ,20     ,47     ,99999,99999,30     
2013,9,24,22,3     ,27     ,35     ,99999,99999,13     
2013,9,24,23,4     ,29     ,68     ,99999,99999,9     
2013,9,25,0,3     ,29     ,64     ,99999,99999,10     
2013,9,25,1,3     ,28     ,50     ,99999,99999,8     
2013,9,25,2,3     ,32     ,57     ,99999,99999,2     
2013,9,25,3,3     ,33     ,46     ,99999,99999,5     
2013,9,25,4,2     ,28     ,43     ,99999,99999,8     
2013,9,25,5,2     ,25     ,39     ,99999,99999,10     
2013,9,25,6,4     ,30     ,40     ,99999,99999,6     
2013,9,25,7,4     ,32     ,55     ,99999,99999,3     
2013,9,25,8,4     ,27     ,63     ,99999,99999,10     
2013,9,25,9,9     ,25     ,57     ,99999,99999,23     
2013,9,25,10,11     ,21     ,61     ,99999,99999,33     
2013,9,25,11,99999,23     ,61     ,99999,99999,31     
2013,9,25,12,24     ,21     ,59     ,99999,99999,44     
2013,9,25,13,14     ,21     ,41     ,99999,99999,50     
2013,9,25,14,6     ,18     ,60     ,99999,99999,60     
2013,9,25,15,3     ,16     ,41     ,99999,99999,64     
2013,9,25,16,2     ,16     ,34     ,99999,99999,64     
2013,9,25,17,6     ,18     ,24     ,99999,99999,57     
2013,9,25,18,25     ,22     ,30     ,99999,99999,45     
2013,9,25,19,19     ,25     ,40     ,99999,99999,34     
2013,9,25,20,6     ,21     ,45     ,99999,99999,37     
2013,9,25,21,6     ,29     ,30     ,99999,99999,12     
2013,9,25,22,5     ,35     ,67     ,99999,99999,7     
2013,9,25,23,5     ,34     ,92     ,99999,99999,4     
2013,9,26,0,4     ,33     ,82     ,99999,99999,11     
2013,9,26,1,3     ,32     ,95     ,99999,99999,7     
2013,9,26,2,4     ,36     ,70     ,99999,99999,5     
2013,9,26,3,3     ,32     ,68     ,99999,99999,9     
2013,9,26,4,5     ,28     ,50     ,99999,99999,15     
2013,9,26,5,5     ,28     ,63     ,99999,99999,16     
2013,9,26,6,5     ,27     ,67     ,99999,99999,21     
2013,9,26,7,12     ,25     ,36     ,99999,99999,27     
2013,9,26,8,12     ,23     ,53     ,99999,99999,29     
2013,9,26,9,10     ,19     ,51     ,99999,99999,44     
2013,9,26,10,11     ,21     ,60     ,99999,99999,41     
2013,9,26,11,11     ,20     ,125     ,99999,99999,42     
2013,9,26,12,27     ,23     ,91     ,99999,99999,38     
2013,9,26,13,38     ,37     ,96     ,99999,99999,28     
2013,9,26,14,8     ,22     ,151     ,99999,99999,59     
2013,9,26,15,2     ,18     ,117     ,99999,99999,64     
2013,9,26,16,7     ,19     ,78     ,99999,99999,62     
2013,9,26,17,16     ,22     ,77     ,99999,99999,55     
2013,9,26,18,25     ,28     ,70     ,99999,99999,44     
2013,9,26,19,20     ,32     ,98     ,99999,99999,29     
2013,9,26,20,19     ,38     ,121     ,99999,99999,17     
2013,9,26,21,23     ,41     ,167     ,99999,99999,13     
2013,9,26,22,18     ,49     ,196     ,99999,99999,2     
2013,9,26,23,22     ,52     ,191     ,99999,99999,1     
2013,9,27,0,18     ,54     ,206     ,99999,99999,3     
2013,9,27,1,15     ,53     ,155     ,99999,99999,1     
2013,9,27,2,12     ,52     ,161     ,99999,99999,2     
2013,9,27,3,10     ,49     ,111     ,99999,99999,2     
2013,9,27,4,7     ,45     ,79     ,99999,99999,3     
2013,9,27,5,6     ,39     ,86     ,99999,99999,6     
2013,9,27,6,6     ,36     ,70     ,99999,99999,7     
2013,9,27,7,6     ,34     ,72     ,99999,99999,3     
2013,9,27,8,6     ,35     ,97     ,99999,99999,4     
2013,9,27,9,9     ,35     ,190     ,99999,99999,10     
2013,9,27,10,13     ,31     ,158     ,99999,99999,26     
2013,9,27,11,9     ,27     ,154     ,99999,99999,41     
2013,9,27,12,13     ,24     ,118     ,99999,99999,52     
2013,9,27,13,23     ,24     ,92     ,99999,99999,43     
2013,9,27,14,52     ,32     ,92     ,99999,99999,37     
2013,9,27,15,44     ,34     ,102     ,99999,99999,37     
2013,9,27,16,14     ,25     ,139     ,99999,99999,48     
2013,9,27,17,14     ,24     ,114     ,99999,99999,51     
2013,9,27,18,13     ,26     ,96     ,99999,99999,37     
2013,9,27,19,7     ,27     ,114     ,99999,99999,35     
2013,9,27,20,7     ,28     ,125     ,99999,99999,32     
2013,9,27,21,9     ,25     ,66     ,99999,99999,34     
2013,9,27,22,5     ,24     ,81     ,99999,99999,39     
2013,9,27,23,7     ,22     ,62     ,99999,99999,41     
2013,9,28,0,7     ,23     ,64     ,99999,99999,36     
2013,9,28,1,6     ,21     ,123     ,99999,99999,36     
2013,9,28,2,4     ,19     ,92     ,99999,99999,39     
2013,9,28,3,3     ,18     ,79     ,99999,99999,33     
2013,9,28,4,4     ,19     ,58     ,99999,99999,23     
2013,9,28,5,2     ,18     ,149     ,99999,99999,23     
2013,9,28,6,2     ,20     ,79     ,99999,99999,15     
2013,9,28,7,1     ,27     ,43     ,99999,99999,3     
2013,9,28,8,2     ,29     ,99999,99999,99999,4     
2013,9,28,9,5     ,32     ,99999,99999,99999,15     
2013,9,28,10,7     ,24     ,99999,99999,99999,41     
2013,9,28,11,9     ,21     ,99999,99999,99999,52     
2013,9,28,12,25     ,21     ,99999,99999,99999,50     
2013,9,28,13,33     ,24     ,99999,99999,99999,40     
2013,9,28,14,30     ,25     ,99999,99999,99999,43     
2013,9,28,15,29     ,28     ,99999,99999,99999,45     
2013,9,28,16,8     ,19     ,99999,99999,99999,64     
2013,9,28,17,6     ,19     ,99999,99999,99999,65     
2013,9,28,18,23     ,24     ,99999,99999,99999,42     
2013,9,28,19,22     ,34     ,99999,99999,99999,19     
2013,9,28,20,8     ,39     ,99999,99999,99999,10     
2013,9,28,21,6     ,38     ,99999,99999,99999,14     
2013,9,28,22,6     ,40     ,99999,99999,99999,7     
2013,9,28,23,4     ,37     ,99999,99999,99999,8     
2013,9,29,0,4     ,36     ,99999,99999,99999,10     
2013,9,29,1,7     ,29     ,99999,99999,99999,29     
2013,9,29,2,11     ,30     ,99999,99999,99999,23     
2013,9,29,3,10     ,29     ,99999,99999,99999,24     
2013,9,29,4,9     ,30     ,99999,99999,99999,28     
2013,9,29,5,6     ,23     ,99999,99999,99999,52     
2013,9,29,6,3     ,17     ,99999,99999,99999,60     
2013,9,29,7,3     ,18     ,99999,99999,99999,59     
2013,9,29,8,2     ,16     ,99999,99999,99999,63     
2013,9,29,9,2     ,20     ,99999,99999,99999,58     
2013,9,29,10,3     ,18     ,99999,99999,99999,59     
2013,9,29,11,4     ,15     ,99999,99999,99999,57     
2013,9,29,12,7     ,14     ,99999,99999,99999,53     
2013,9,29,13,13     ,17     ,99999,99999,99999,53     
2013,9,29,14,12     ,17     ,99999,99999,99999,60     
2013,9,29,15,5     ,15     ,99999,99999,99999,71     
2013,9,29,16,3     ,14     ,99999,99999,99999,74     
2013,9,29,17,5     ,13     ,99999,99999,99999,76     
2013,9,29,18,5     ,15     ,99999,99999,99999,67     
2013,9,29,19,16     ,20     ,99999,99999,99999,45     
2013,9,29,20,7     ,38     ,99999,99999,99999,11     
2013,9,29,21,7     ,36     ,99999,99999,99999,15     
2013,9,29,22,12     ,24     ,99999,99999,99999,51     
2013,9,29,23,5     ,14     ,99999,99999,99999,73     
2013,9,30,0,4     ,14     ,99999,99999,99999,64     
2013,9,30,1,4     ,20     ,99999,99999,99999,47     
2013,9,30,2,5     ,14     ,99999,99999,99999,57     
2013,9,30,3,5     ,14     ,99999,99999,99999,42     
2013,9,30,4,3     ,12     ,99999,99999,99999,45     
2013,9,30,5,3     ,16     ,99999,99999,99999,29     
2013,9,30,6,3     ,13     ,99999,99999,99999,42     
2013,9,30,7,3     ,14     ,99999,99999,99999,36     
2013,9,30,8,5     ,15     ,99999,99999,99999,34     
2013,9,30,9,7     ,16     ,99999,99999,99999,36     
2013,9,30,10,34     ,24     ,99999,99999,99999,27     
2013,9,30,11,14     ,22     ,99999,99999,99999,42     
2013,9,30,12,11     ,19     ,99999,99999,99999,47     
2013,9,30,13,5     ,16     ,99999,99999,99999,53     
2013,9,30,14,2     ,13     ,99999,99999,99999,58     
2013,9,30,15,2     ,14     ,99999,99999,99999,53     
2013,9,30,16,2     ,14     ,99999,99999,99999,56     
2013,9,30,17,2     ,14     ,99999,99999,99999,52     
2013,9,30,18,2     ,16     ,99999,99999,99999,46     
2013,9,30,19,4     ,19     ,99999,99999,99999,39     
2013,9,30,20,3     ,14     ,99999,99999,99999,55     
2013,9,30,21,3     ,17     ,99999,99999,99999,37     
2013,9,30,22,2     ,25     ,99999,99999,99999,13     
2013,9,30,23,2     ,31     ,99999,99999,99999,5     
2013,10,1,0,2     ,31     ,99999,99999,99999,7     
2013,10,1,1,2     ,28     ,99999,99999,99999,10     
2013,10,1,2,2     ,33     ,99999,99999,99999,1     
2013,10,1,3,2     ,31     ,99999,99999,99999,1     
2013,10,1,4,2     ,31     ,99999,99999,99999,2     
2013,10,1,5,1     ,29     ,99999,99999,99999,2     
2013,10,1,6,1     ,26     ,99999,99999,99999,6     
2013,10,1,7,1     ,24     ,99999,99999,99999,8     
2013,10,1,8,2     ,25     ,99999,99999,99999,7     
2013,10,1,9,6     ,22     ,99999,99999,99999,21     
2013,10,1,10,6     ,19     ,99999,99999,99999,34     
2013,10,1,11,17     ,20     ,99999,99999,99999,32     
2013,10,1,12,13     ,17     ,99999,99999,99999,37     
2013,10,1,13,13     ,18     ,99999,99999,99999,42     
2013,10,1,14,8     ,15     ,99999,99999,99999,52     
2013,10,1,15,12     ,16     ,99999,99999,99999,52     
2013,10,1,16,10     ,13     ,99999,99999,99999,57     
2013,10,1,17,18     ,16     ,99999,99999,99999,55     
2013,10,1,18,22     ,18     ,99999,99999,99999,49     
2013,10,1,19,20     ,20     ,99999,99999,99999,39     
2013,10,1,20,15     ,26     ,99999,99999,99999,21     
2013,10,1,21,7     ,26     ,99999,99999,99999,18     
2013,10,1,22,7     ,27     ,99999,99999,99999,19     
2013,10,1,23,8     ,21     ,99999,99999,99999,21     
2013,10,2,0,7     ,31     ,99999,99999,99999,2     
2013,10,2,1,6     ,36     ,99999,99999,99999,2     
2013,10,2,2,6     ,34     ,99999,99999,99999,1     
2013,10,2,3,5     ,33     ,99999,99999,99999,4     
2013,10,2,4,4     ,28     ,99999,99999,99999,5     
2013,10,2,5,5     ,29     ,99999,99999,99999,6     
2013,10,2,6,7     ,23     ,99999,99999,99999,25     
2013,10,2,7,8     ,19     ,99999,99999,99999,30     
2013,10,2,8,10     ,18     ,99999,99999,99999,32     
2013,10,2,9,18     ,21     ,99999,99999,99999,34     
2013,10,2,10,11     ,22     ,99999,99999,99999,44     
2013,10,2,11,9     ,26     ,99999,99999,99999,48     
2013,10,2,12,9     ,25     ,99999,99999,99999,55     
2013,10,2,13,6     ,20     ,99999,99999,99999,68     
2013,10,2,14,6     ,16     ,99999,99999,99999,66     
2013,10,2,15,6     ,15     ,99999,99999,99999,65     
2013,10,2,16,33     ,20     ,99999,99999,99999,57     
2013,10,2,17,71     ,29     ,99999,99999,99999,45     
2013,10,2,18,39     ,29     ,99999,99999,99999,47     
2013,10,2,19,7     ,32     ,99999,99999,99999,34     
2013,10,2,20,8     ,38     ,99999,99999,99999,9     
2013,10,2,21,8     ,39     ,99999,99999,99999,14     
2013,10,2,22,6     ,34     ,99999,99999,99999,18     
2013,10,2,23,6     ,32     ,99999,99999,99999,14     
2013,10,3,0,7     ,33     ,99999,99999,99999,7     
2013,10,3,1,12     ,35     ,99999,99999,99999,9     
2013,10,3,2,22     ,34     ,99999,99999,99999,12     
2013,10,3,3,20     ,29     ,99999,99999,99999,26     
2013,10,3,4,18     ,23     ,99999,99999,99999,39     
2013,10,3,5,13     ,24     ,99999,99999,99999,36     
2013,10,3,6,16     ,21     ,99999,99999,99999,41     
2013,10,3,7,15     ,22     ,99999,99999,99999,40     
2013,10,3,8,12     ,24     ,99999,99999,99999,43     
2013,10,3,9,13     ,29     ,99999,99999,99999,41     
2013,10,3,10,13     ,31     ,99999,99999,99999,46     
2013,10,3,11,99999,32     ,99999,99999,99999,52     
2013,10,3,12,13     ,28     ,99999,99999,99999,52     
2013,10,3,13,12     ,24     ,61     ,99999,99999,52     
2013,10,3,14,16     ,21     ,106     ,99999,99999,51     
2013,10,3,15,41     ,27     ,95     ,99999,99999,41     
2013,10,3,16,43     ,34     ,147     ,99999,99999,36     
2013,10,3,17,24     ,25     ,177     ,99999,99999,54     
2013,10,3,18,24     ,28     ,156     ,99999,99999,41     
2013,10,3,19,21     ,29     ,157     ,99999,99999,42     
2013,10,3,20,10     ,19     ,160     ,99999,99999,55     
2013,10,3,21,8     ,21     ,145     ,99999,99999,36     
2013,10,3,22,9     ,23     ,142     ,99999,99999,34     
2013,10,3,23,8     ,17     ,128     ,99999,99999,39     
2013,10,4,0,7     ,17     ,96     ,99999,99999,39     
2013,10,4,1,6     ,17     ,67     ,99999,99999,39     
2013,10,4,2,5     ,15     ,51     ,99999,99999,45     
2013,10,4,3,5     ,13     ,50     ,99999,99999,44     
2013,10,4,4,5     ,13     ,44     ,99999,99999,45     
2013,10,4,5,6     ,15     ,38     ,99999,99999,40     
2013,10,4,6,5     ,14     ,36     ,99999,99999,44     
2013,10,4,7,5     ,12     ,26     ,99999,99999,43     
2013,10,4,8,5     ,20     ,21     ,99999,99999,19     
2013,10,4,9,6     ,31     ,35     ,99999,99999,10     
2013,10,4,10,7     ,23     ,49     ,99999,99999,36     
2013,10,4,11,10     ,21     ,51     ,99999,99999,37     
2013,10,4,12,71     ,30     ,64     ,99999,99999,26     
2013,10,4,13,27     ,23     ,85     ,99999,99999,48     
2013,10,4,14,12     ,20     ,81     ,99999,99999,53     
2013,10,4,15,6     ,17     ,72     ,99999,99999,58     
2013,10,4,16,8     ,18     ,70     ,99999,99999,55     
2013,10,4,17,6     ,21     ,52     ,99999,99999,51     
2013,10,4,18,7     ,23     ,52     ,99999,99999,45     
2013,10,4,19,8     ,25     ,66     ,99999,99999,39     
2013,10,4,20,28     ,33     ,73     ,99999,99999,14     
2013,10,4,21,21     ,32     ,85     ,99999,99999,18     
2013,10,4,22,20     ,41     ,94     ,99999,99999,5     
2013,10,4,23,22     ,37     ,106     ,99999,99999,13     
2013,10,5,0,20     ,34     ,106     ,99999,99999,17     
2013,10,5,1,27     ,33     ,98     ,99999,99999,16     
2013,10,5,2,20     ,33     ,132     ,99999,99999,17     
2013,10,5,3,17     ,24     ,157     ,99999,99999,39     
2013,10,5,4,11     ,26     ,143     ,99999,99999,48     
2013,10,5,5,6     ,28     ,112     ,99999,99999,54     
2013,10,5,6,2     ,34     ,133     ,99999,99999,61     
2013,10,5,7,2     ,43     ,181     ,99999,99999,61     
2013,10,5,8,4     ,51     ,206     ,99999,99999,58     
2013,10,5,9,3     ,58     ,229     ,99999,99999,56     
2013,10,5,10,3     ,68     ,375     ,99999,99999,60     
2013,10,5,11,1     ,85     ,504     ,99999,99999,57     
2013,10,5,12,2     ,88     ,457     ,99999,99999,61     
2013,10,5,13,2     ,85     ,409     ,99999,99999,61     
2013,10,5,14,2     ,85     ,351     ,99999,99999,62     
2013,10,5,15,2     ,79     ,235     ,99999,99999,61     
2013,10,5,16,2     ,72     ,169     ,99999,99999,57     
2013,10,5,17,2     ,62     ,151     ,99999,99999,58     
2013,10,5,18,2     ,50     ,143     ,99999,99999,56     
2013,10,5,19,4     ,45     ,165     ,99999,99999,47     
2013,10,5,20,5     ,46     ,166     ,99999,99999,40     
2013,10,5,21,7     ,49     ,125     ,99999,99999,13     
2013,10,5,22,5     ,44     ,124     ,99999,99999,24     
